内容,标签
一到四部我全买了，虽然四本书中有很多重复的地方，但对我了解以及能够去看懂红楼梦的帮助实在是太大了，呵呵！此书上部分讲薛宝钗的情爱问题其实很多第三部都说了，这里只是再增加了一些信息，比如宫廷如何选秀的，还有古代皇帝妻妾的排位等等，也算是增长见识吧！至于下篇都是新内容，所以我觉得刘心武先生的这四部书都值得买！,1
外形很酷，再配上黑色很有个性，可以播MP3，可手写，发短信很方便，64和弦铃声很好听，功能也比较全面,2
"朋友超级喜欢她,在她的鼓动下买的,依然不是很喜欢",0
说明书上说支持JAVA和WAP，可买回来后跟本不能用，要不是接不上去，要不速度极慢，要不打不开图片，下下来的歌又听不了！我给商家反应，人家说找公司客服：答案是就这样，以后升级了会好！我担心升级了还是老样子，反而变得更差就没敢自己升！它的功能也十分的少！可以完的只有一个数据线传输数据，可是一跟USB还要一百左右！居然我们这里还买不到！！......,0
宾馆直接对外的价格是168，携程的价格是160，只便宜8元，有点喜剧,0
五位《百家讲坛》主讲人对历史上的五位医学大家作了介绍，其中张仲景篇的主讲人郝万山教授，由于是北京中医药大学的教授，在讲“医圣”张仲景时，不但介绍了人物，还运用阴阳、五行，结合病例，给读者普及了许多有益的中医基础知识，使人读后受益匪浅！其主讲篇幅也是最多的，达到百余页，感谢郝教授！其他四位主讲人由于不是医学专业，只是对人物本身做了讲解，对了解人物也足够了，感谢诸位老师！！！,1
做为一本声名在外的流行书，说的还是广州的外企，按道理应该和我的生存环境差不多啊。但是一看之下，才发现相去甚远。这也就算了，还发现其中的很多规则有很强的企业个性，也就说，只是个例，而不是行例。给我们这些老油条看看也就算了，如果给那些对外企向往，或者想了解的freshman来看，实在是容易误导他们。,1
当时一次性在当当买了好几百元钱的书，没想到儿子从一大堆书里面，拿出了这本包装比较独特的书，自已用牙撕开CD的包装，自已放到CD机里面，躺到床上。。。。。机子读“DAVE”他也跟着读“DAVE”。。。。。。翻开书，里面的英文字符都很大，图画也很漂亮，拿到书每一课都是看图说话，跟儿子一起讲故事再让他去听英文，不管他听不听得懂，能吸引他注意力就算成功了。。。。,2
这次的价格比以前贵一点，但是还是客户来住的首选。环境非常好的，服务也好。出了门口的服务生呆呆的，其他都赞。客人还是比较满意~~,1
7仔，炒面，蒙牛优益C。最爱了，呵呵！,2
书理论较多，看起来令人费解。不实用。建议不要购买。,0
"很一般，说它难吧，有些单词又很简单，什么HAND,ANGRY.说它简单吧，很多单词又很难，什么殡仪馆美容师，耳鼻喉科医生之类的，反正不懂的现在也没记住，懂的还是懂的。总体说来，没什么意思",0
耳机和USB在右手，略微影响鼠标的使用；因为标配没有光驱，习惯用光驱的同学建议另购一个USB的，以备不时之需。还有就是开机好慢,0
分享图片天天蒙牛冠益乳，增强身体免疫力！@冠益乳,2
不能下载真人真唱，接受文件小，没蓝牙，信号不是很稳定,0
"装了ASUS OEM XP，原来LINUX其实做的也不错，可是谁会用呢，试了试就把硬盘彻底删了重新做，全过程异常顺利，BIOS中也不能选SATA或IDE。装了常用的各类办公软件等，基本没有感到慢，试过CS，最低分辨率下可以运行到30-40帧/秒，高清电影确实不流畅，电池确实很棒，8700mAh,想想就知道至少5-6个小时，其他一些品牌的类似产品有更便宜的，可电池也很一般，华硕这个设计确实定位明确！",2
蒙牛，你幸福吗？,2
外观不错，适合女孩子。昨天下午下的订单，今天上午就通知提货了。,2
一个字：差！招待所的水平，地毯很葬，卫生间很陈旧。补充点评 2007年9月12日 ： 离三孔有一段距离，有停车位。号称其装修和布置是儒家风格，但本人无论如何也没有看出来。据说曲阜的宾馆都是如此水平。,1
悲观的人不适合看，会产生厌世情绪。,0
蒙牛，呸！,0
房间非常大，都吓了一大跳。对面就有超市和小吃夜市，隔壁有面包房，十分方便。从客运总站出来直接乘1路公共汽车（始发站）刻刀，站名就是“少林宾馆”。坐蹦蹦车也只要2块。房内设施是不错的，但朝马路的那边也吵，朝内侧的有个停车场也吵。早饭是工厂食堂标准，所以只打4分。,1
买来要自己装系统，麻烦！ AMD散热不太好！ 反应有点慢！ 价钱和我们这边的商场差不多！没实惠！,0
在不舍得结局当中，结束了这个故事的圆满完结。虽有不舍，但也算释然……现在真正明白为什么会有这么多人力赞这本书了，才让我会时隔这么久，依然还想买回来阅读。起初的原因，也许只是想较劲的知道，到底里面有什么？讲了怎样的一个故事，会受这么些人的追捧，一切都在读完之后，明白了！赵默笙   悄悄，是离别的笙箫，沉默，是今晚的康桥。自然、开心、乐观的女生，有着无比的的勇气去深爱一个人何以琛   比女人更会爱的完美男人，太虚幻了，给人太多的震撼，反而不那么真实，也许就是因为他，才能将我拉回现实，原来这是小说两个人各守着彼此的爱情，试图重拾往日的爱情印记，却因为曾经空隔的7年时光，而畏怯、退宿，然而，因为2人相爱，即使重新开始，矛盾、陌生的因素太多，仍然要努力互相争取，有时在想，今天的圆满，因为有以琛的决绝果断，才可以得到。如果2人都为了那虚伪的尊严，一切早已改变，不是吗……小说里犹新的一句话“如果世界上曾经有那个人出现过，其他人都会变成将就，而我不愿意将就！”,1
"1.机身采用了优质磨砂材料，不易沾上油渍或指印； 2.屏幕表现力出色； 3.铃声音量较大； 4.拍摄效果清晰度高, 没有明显的噪点； 5.支持红外、JAVA、WAP和GPRS； ",2
实话实说这是我在当当买的最差的一本书，我以为讲理论的，没想到作者没完没了的讲自己跟几个人的一点恩怨，感觉就像鲁迅笔下的祥林嫂一样，啰嗦得让人厌烦，作者还说自己是大老板，我看要打个大大的疑问号，大老板需要这样炒作这本书？需要费尽心思弄这几个稿费？！,0
电话或短信存储多了，容易死机，我的键盘失灵了，可收到短信和电话就是不能查,0
"不错的酒店,地址不错,在市中心,酒店服务员态度很好.",2
1.性价比高，能流畅运行游戏。 2.订单处理效率高。 3.物流快捷。,2
有人说，21世纪是东方的世纪，而东方得看中国的崛起，我想：是的，21世纪是中华民族复兴崛起的世纪！但是这种崛起的前提是我们必须清楚认识自己，看到自己的不足，也要看到自己的优势，即是中国的影响力，对世界的影响力。我想这本书很好的从某一角度为我们指出了这些我们想要了解的东西！,1
因为张爱玲，才知道胡兰成。因为陈丹青老师，才开始看这本今生今世。不得不说，阅读这本书极其愉快的。词，美；句，美；篇，美。文字间似乎可以看到那个穿着长衫，带着一点江浙口音的男子，不紧不慢地讲着他看到过的，经历过的一切。文字媚而不俗。因他了解女子，懂得每个女子的好，所以这明国女子像，个个女子，不管是传统的，还是现在的女子，都是那般的可爱。,2
打娘胎出来就没脸的，哪里捡有脸好要。一没脸的东西发出的响声，啥玩意啊? 我日。蒙牛你是真不要脸到家了！正能量？我靠你也好意思说正能量？,0
"很好的酒店,很规范植得一住.餐厅一般不应该的,不知道为什么.宾馆反馈 2008年4月17日 ： 餐厅现已重新装修，用餐环境较以前要好的多。谢谢您的宝贵意见！",2
该死的亮点一个， 没有操作系统或者是我不会弄， 京东的送货速度啊！！！！不说了,0
发热量没有解决，散热效果不理想。基本上CPU要保持在50度以上。其次，在促销消息中明明写着支持靓彩技术，可是系统安装完毕后根本就用不了splendid，快捷键fn+c也就不能用。内存的性能稍微差了些。,0
很旧的酒店，房间里又脏又旧，不过床铺的干净程度还算可以接受。电视遥控器也不好用，窗户完全不可以打开，外面贴着不知道什么广告。到晚上11点回来，已经不知道前台服务员去了哪里？无奈找到其他服务员，对前台告诉早上6：00叫早，前台也已经确认，结果是幸亏自己的手机有闹钟功能，不然一定赶不上飞机。早上结账时，告诉入住2位客人，需要另外交2元的城市建设费（好像是这个费用，甘肃省要求的）。在甘肃的其他酒店入住时，其他的酒店都自己承担的，钱虽然不多，不过可以反映酒店的服务水平。唯一的好处就是这个酒店可以提供免费接机服务，不过来接的车子也应该不是酒店的车子，一路上一直询问可否自己租他的车子。不过师傅倒是态度挺憨厚的。这样小的城市，这样的服务水平也就不足为奇了！！,0
