标签,内容
1,刚看完，觉得很一般，没有介绍什么很有价值的职场规则。只能说很一般的书，完全靠炒作出来的。
1,"1,电池时间太短!(现在此手机已采用第三版了),最后的更费电!!2.功能缺陷太多我买了2个月就坏了,返厂两次,换机一台,退机一次.哈哈就是第一部坏了3次,第2台存在版本缺陷.3.群发短信15条时,你想提取详情时,会死机重起.4.第一版手机保密项功能存在,通讯录无法保密.第三版时.二者任何一项都可同时锁机.5更换主题时,铃声也被更换.第一版没有此毛病.害苦我了！！！！！！！"
1,稍微有点热，噪音控制一般，键盘做工不好，有晃动感。没有送个内胆包很麻烦。
0,性价比不错，外观也还不错，送的东西挺多的，还用了一张3000-150的券，挺划算的
0,本本很漂亮，跑Vista很慢，还没换系统，不知道驱动好不好装。价格还比较合适，送货也及时。
1,"什么书?不喜欢.我不明白,为什么都要死掉,如果说儿子死还可以理解,那女儿死就牵强了,最后女婿和外孙死简直是不可思义,所有的亲人都一个个离开,难道这样活着就是很有意义?"
0,flash分编程和动画两部分，这本书说的是flash CS3，可是脚本的运用任然是AS2.0的，这是已经被渐渐淘汰的脚本格式flash CS3使用的最新脚本格式AS3.0却完全没有涉及，而且就算在运用脚本的课程部分，也只是让人自己复制已经写好的代码上去，没有讲解脚本的详细构成而且书中有些动画的基础绘制部分的步骤省略过去了，完全初学者看起来会有些头疼不过总体来说，还是非常入门的书籍，不算很糟糕
1,HP没有提供WINDOWS XP的驱动。在HP论坛，目前还没有推出CQ35-105TX的相应驱动。因此，想在WINDOW xp使用要看你的忍受力。安装驱动也是一种考验。没用鼠标和包包送，小气。
1,酒店真的不怎么样，不知道怎么评上四星的。房间又小又旧，早餐也没什么吃的，服务也不好，而且会有骚扰电话
0,"爱德华的礼物看过后，真的觉得受益匪浅,原来在生活中、工作中遇到的人与事，是可以用那么有意思的语言来说明，并且总结出观点、看法、还可以用各种不同的方式去运用。对个人在以后的职来生涯中可以用到那些看似在生活中微不足道的事情，却影响事业发展的工作方式与方法得运用，使其达到那样完美的职场天地.非常棒的书,一本?一语惊醒梦中人?的好书."
0,太喜欢BENQ的样子了！！所以马上买下！BENQ由于还没取得在大陆销售手机的许可，所以由CECT来组装/销售的，不过还是BENQ的技术！！觉得很不错！！只是大陆的价格太高了，台北的朋友告诉，这款现在台湾只卖，折合人民币1400...
0,第三次入住了，觉得还不错，正好碰上了地震，楼层低感觉不明显。希望四川尽快从灾情中恢复过来！
1,做酸奶失败了 天太冷了么 晚上去买罐蒙牛的算了
1,摄像头差了点。屏幕时8.9，键盘时全尺寸的看上去有点不协调，鱼和熊掌不能兼得没办法了哈哈。
0,对了印刷不错，而且我也推荐给朋友、同事，不错呢。
1,标配竟然没有光盘和数据线！
0,造型外观不错，实际到货是320G硬盘的，带VISTA BASIC操作系统，送的包质量也不错
1,电话本太烂了，没有联系与添加的项目，手机没有配备数据传真接收的数据线！
0,"这是我第二次入住了,非常不错的酒店.非常干净.整洁。里面的卫生间是我非常喜欢的布置。晚上12点回酒店的时候想吃点东西，厨师都已下班，在水吧点了份水果色拉，正好看见一只苹果，就问厨师能不能只把苹果切了，别的也不用放。那厨师居然说“送给你们吧，”我问多少不要钱吗？他说“不用了”。真是态度超好哦。从来没有见过这么大方的呢。每天都有当天的报纸。"
0,最大特点当然是小巧，三星的作工不用多说。键盘的手感相当好，外放音量不是很大，高音有点小尖低音不足，如果环境不是太吵闹可以应付正常使用。开机运行状况下很安静，厉害。
1,酒店位置比较偏远，按照地址打车去被送到另外一个相同地址的地方，希望酒店引起注意。房间格调很前卫。也许年轻人还可以接受。
1,拒绝蒙牛，以后再也不买蒙牛的产品了
1,入住时说是四星级酒店，一进驻，，，，失望。。。。
1,买了此套书后，女儿非常喜欢，我本人也比较喜欢，经常陪着孩子一起阅读，精美的图画和生动的语言让孩子对阅读有了极大地兴趣，推荐大家都来给孩子买这套书。
1,预订的房间check in时是4楼，电话坏了几天还安排我住，到了晚上十一点发现了，前台回复说明天再给我换。我只住一晚啊，老大。在我坚持下，换了个一楼的房间，外面是停车场，一晚上完全睡不着。
0,拍照、MP3、各方面都非常好的机器！
0,我已经用了2个多月了，性能不错，稳定，如果要很快速度的话，在这个价位，我想比较难了。不过可以说，这台手提要有的都有了，内存就少一点，所以我另外换了一条2G的内存条。P8400的处理器速度还可以，各个功能部件都十分好用，而且挺轻便的，现在去那都拿着。160G的硬盘还够用，建议大的东西放在移动硬盘。我买了个9芯的电池，续航能力超强，可以达到7-8小时的普通运作，标配的4芯就只能用2个小时多。
1,X77该产品经常莫名其妙关机
0,外观很漂亮，开机也很快，上网配置也很全，摄像头，麦克风，网卡等都很齐全。 很轻巧，以后就要带上它一起到处跑了。还配置了放大镜软件，不用担心屏幕小看不清楚了！！
0,时下很多的观念确实有颠倒错位误解等诸多问题，这是一本很好的书，能让我们重新思考人生的价值观应该是什么，该秉持怎样的原则和心去看事、想事、做事！每个人每天都或多或少地接触到各种“魔鬼的诱惑”，欲念贪念一生，烦恼就接踵而来，问题是你有慧眼看得清结果并有心理准备去承受吗？这本书是我今年所买的书里值得读两遍以上的唯一的一本！其中的禅语值得一读再读……
1,现在这种书太多了，绝对没有介绍的好。
0,话说回来，当当这次邮来的书，我遇到了跟那位朋友一样的遭遇，我的书是第十二章不全，第十三章整章没有，而第十四章重复，让我感到，怎么说呢，损失不小呀。
0,人生在世，不因为生存而改变信仰，不因为生存而被生活改变，而是为了改变生活而生活着！精彩的辩词告诉读者的东西已超越了文辞本身。意大利哲学家克罗齐说过：“一切历史都是当代史”。我们从书中鲜活的历史事件和生动的人物内心，感受的不仅是生命的尊严和思想的自由，更多的是一种改变自我的同时又改变生活方式和生存状态的精神文化的传承。
1,因为是跟着老妈看这些保健书的，家里关于求医不如求已系列的书也有好几本，而对这一本书的评价只能说是一般般咧。不过读书总会发现一些有用的东西吧，书中有少许方法还是实用的。
0,完美屏，很好。速度超快。装XP很好装。外型设计简洁。与540相比，还是贵有贵的道理，  独立显卡好。酷睿2真是不错，比我的台式机都快。电池大概使用2个小时。
0,外观设置的漂亮，音质不错，看电影挺爽的，键盘不错，vista系统正在努力探索中
1,还是对VISTA不满意，占地儿，用着也不顺手。朋友说，这是个过渡系统，就像当年的WINME，不到一年就会被取代。话说。。。WIN7不错，不过好像只有测试版。
0,价格便宜，操作简单，自娱自乐！！
0,"电池强强劲,用外置光驱装上XP，包装内有XP驱动，自动全安装上了。"
0,我是刚买这款手机的，总体感觉他很不错的。
0,电影里的edward坏坏的笑容，和小说实在是太契合。不过也开始担心，下面的电影，19岁的小克里斯汀该怎么演绎bella。第一部里她还能大舌头，还能无知无辜无所畏惧。下面，似乎要挑战演技更多一点。期待。。翻译还是不够好的感觉。谁叫我不敢拿原版自取其辱。只能先读着吧。期待有更好的译本。毕竟，梅尔好歹是科班出身，相信她的文字不止是这样而已。。。
1,新蒙牛新变化，换汤不换药，加料不加价~
1,拍出照片只能自己看！没有声音，单声的，而且也没什么音色好谈，声音还不大！电话薄简陋！而且，找联系人比较慢！短信只有20条！无彩信功能，照片无法传出到其它手机上面。
1,屏幕为16:9。偏向娱乐及看电影。用来工作浪费了，因为太扁，视线不能兼顾两边。
1,内存太小而且不能加只能换，只有一个内存插槽。运行慢的要死，想办法换成XP。
0,又是一个让上帝眷顾的女主！又是一个让优秀的男主痴痴的心甘情愿等的女主！等待时间为七年！悠悠岁月......那该是个多么同样优秀的女主啊！？呵呵，可惜女主只不过是个莽莽撞撞，可可爱爱，毫无心计，傻傻气气，马马虎虎......噢，和男主相差十万八千里！哼哼，这只能是缘分！缘分啊！分分和和，最终还是如愿以偿。也许这种女孩必然要有这种男人来呵护，来依靠！可惜这种情况也就是书本或偶像剧才发生吧！
